region	det	energy_keV	half_width_keV	rate_ct_s_keV	rate_error_ct_s_keV	model_ct_s_keV	residual_sigma	lhb_ct_s_keV	halo_ct_s_keV	cxb_ct_s_keV	cx_ct_s_keV
inner	pn	0.6854045391082764	0.0024935007095336914	1.9536523868638191	0.14834662386518782	1.9455746070168474	0.05445206393313392	0.055465889606897974	0.2058227239208109	0.08908637537395706	1.5951996181151786
inner	pn	0.6903895139694214	0.002491474151611328	1.8470796690743703	0.14436658940123703	1.7718274359978898	0.5212579544102994	0.05200398002718011	0.20083787717490514	0.0888142488271069	1.4301713299686933
inner	pn	0.695371001958847	0.002490013837814331	1.740697649303928	0.14023890405260322	1.6024587768119787	0.9857383971005378	0.048676133109566866	0.19609577717760548	0.08853046073129367	1.269156405793515
inner	pn	0.7003500163555145	0.0024890005588531494	1.444401808012647	0.12859994493054958	1.4412297743337463	0.02466590231134072	0.04544427659223069	0.19172333906891473	0.08823618402709399	1.115825974645508
inner	pn	0.7053259909152985	0.002486974000930786	1.1820326471522922	0.11767727691536943	1.2913256309829304	-0.9287518091469692	0.04229935671469285	0.18777790411768408	0.0879356470517594	0.9733127230987975
inner	pn	0.710298478603363	0.002485513687133789	1.2358900875672452	0.1195575909603633	1.155003906047395	0.6765457623403128	0.03924544473253783	0.18423046872293633	0.08762524560623357	0.8439027469856831
inner	pn	0.7152684926986694	0.0024845004081726074	1.213920382190163	0.11869354112376015	1.0337307454933915	1.5181081884555971	0.03629937282378428	0.18101372256270135	0.08731027386475548	0.7291073762421524
inner	pn	0.7202354967594147	0.002482503652572632	0.7991891615533278	0.09874522601184244	0.9278828423847084	-1.303290154158405	0.0334656345227489	0.17801207786587436	0.08699030385785694	0.6294148261382279
inner	pn	0.7251995205879211	0.002481520175933838	0.7925426761961629	0.09818852943323934	0.8378001417939582	-0.4609241614985884	0.030794895172639	0.17510440410030229	0.08666510554975457	0.5452357369712612
inner	pn	0.7301610112190247	0.0024799704551696777	0.7789679441958854	0.09712829768075969	0.7623434433034596	0.17116022095915945	0.028278494737759716	0.17217604545035237	0.08633838166854517	0.4755505214468017
inner	pn	0.735119491815567	0.0024785101413726807	0.8357337010948208	0.10052755993335995	0.7003915095991454	1.346319273892594	0.025920374421781026	0.16913070292353602	0.08600778194676863	0.4193326503070597
inner	pn	0.7400749921798706	0.002476990222930908	0.6790809978027242	0.09078750863026593	0.6505624865587544	0.314123734357687	0.02375693622385267	0.1659247919878257	0.08567498458993442	0.37520577375714176
inner	pn	0.745027482509613	0.0024755001068115234	0.5964780895347358	0.0871863265701654	0.6111055089927857	-0.16777194353151376	0.021766686755389092	0.16254415245775009	0.08533994718875995	0.3414547225908865
inner	pn	0.7499774992465973	0.0024745166301727295	0.6621153086572317	0.08967221041023837	0.5803736086409901	0.9115611139982414	0.019948700736178344	0.15902020300572475	0.0850033533150562	0.3164013515840321
inner	pn	0.754925012588501	0.002472996711730957	0.5178278996947321	0.07998486880671792	0.5567638268984878	-0.48679116168639003	0.018297851363363246	0.15541458247275383	0.08466392416059647	0.29838746890177237
inner	pn	0.7598699927330017	0.0024719834327697754	0.46614699248970703	0.07795836506686134	0.5388326937295155	-0.9323656438596324	0.016807370162661116	0.15181229624704393	0.08432250544026228	0.2858905218795471
inner	pn	0.7648124992847443	0.0024705231189727783	0.6525385750034104	0.08918277263243178	0.525244452493317	1.4273398185851227	0.015467363594504483	0.14830032977484522	0.08397783488633997	0.2774989242376275
inner	pn	0.769752025604248	0.002469003200531006	0.615147800351684	0.08737943099642667	0.514856176489579	1.1477715375167223	0.014267531553953711	0.144958902116522	0.08363019385188984	0.2719995489672131
inner	pn	0.7746890187263489	0.0024679899215698242	0.6387482970311853	0.08803358494392513	0.5066931123275022	1.500054607429635	0.01319654314169092	0.14184603461854292	0.08327940871456796	0.26837112585270045
inner	pn	0.7796235084533691	0.0024664998054504395	0.45298097839328	0.07665802186015128	0.4999414561543713	-0.61259704622645	0.012243162411614791	0.13898890899549046	0.08292547229424284	0.2657839124530228
inner	pn	0.7845554947853088	0.002465486526489258	0.621354488621548	0.08814118936289633	0.4939205790465259	1.4457929430739707	0.01139610337425559	0.136375989775662	0.08256623587520598	0.2635822500214025
inner	pn	0.789484977722168	0.002463996410369873	0.5791040841540311	0.0843021651174534	0.48808945636593387	1.079623846686402	0.01064379397181571	0.13396414248514213	0.08220281197043143	0.26127870793854396
inner	pn	0.7944119870662689	0.002463012933731079	0.6142469328616023	0.08757377037606577	0.4820560641373644	1.5094801577752566	0.009979428092206548	0.13168880488154977	0.08183634040608372	0.25855149075752426
inner	pn	0.7993369996547699	0.0024619996547698975	0.45364772121013774	0.07685324341121821	0.4754872261298496	-0.28417154501671915	0.009393685500905437	0.1294549335168351	0.08146587000162042	0.2551727371104862
inner	pn	0.8042594790458679	0.002460479736328125	0.5888009036621972	0.08507330157654483	0.4681515007039037	1.4181817411863225	0.008878559096426387	0.127158392711052	0.08109130631558996	0.2510232425808343
inner	pn	0.8091799914836884	0.0024600327014923096	0.4427830928327011	0.07617290788808814	0.4596158052542647	-0.22098030504879643	0.008423004172209562	0.12462216154079399	0.08066188599496495	0.2459087535462963
inner	pn	0.8140985071659088	0.0024584829807281494	0.48527084527239167	0.0775837078851731	0.4504169974241131	0.44924184211282603	0.00803308513549243	0.12192348645308118	0.08028191825988214	0.24017850757565828
