mjd_utc	longitude_deg	radius_au
60991.832532607	-188.766049443	1.454391907
60991.874199274	-188.826328040	1.454941155
60991.915865941	-188.886560696	1.455491775
60991.957532607	-188.946747348	1.456043767
60991.999199274	-189.006887938	1.456597128
60992.040865941	-189.066982406	1.457151857
60992.082532607	-189.127030692	1.457707952
60992.124199274	-189.187032739	1.458265411
60992.165865941	-189.246988488	1.458824233
60992.207532607	-189.306897880	1.459384417
60992.249199274	-189.366760860	1.459945959
60992.290865941	-189.426577370	1.460508860
60992.332532607	-189.486347353	1.461073117
60992.374199274	-189.546070753	1.461638728
60992.415865941	-189.605747516	1.462205692
60992.457532607	-189.665377586	1.462774007
60992.499199274	-189.724960907	1.463343672
60992.540865941	-189.784497427	1.463914684
60992.582532607	-189.843987091	1.464487043
60992.624199274	-189.903429845	1.465060746
60992.665865941	-189.962825638	1.465635792
60992.707532607	-190.022174416	1.466212179
60992.749199274	-190.081476126	1.466789905
60992.790865941	-190.140730719	1.467368969
60992.832532607	-190.199938142	1.467949370
60992.874199274	-190.259098344	1.468531105
60992.915865941	-190.318211276	1.469114172
60992.957532607	-190.377276887	1.469698571
60992.999199274	-190.436295128	1.470284299
60993.040865941	-190.495265950	1.470871354
60993.082532607	-190.554189304	1.471459736
60993.124199274	-190.613065142	1.472049442
60993.165865941	-190.671893416	1.472640470
60993.207532607	-190.730674079	1.473232820
60993.249199274	-190.789407084	1.473826489
60993.290865941	-190.848092384	1.474421475
60993.332532607	-190.906729933	1.475017777
60993.374199274	-190.965319686	1.475615394
60993.415865941	-191.023861597	1.476214323
60993.457532607	-191.082355622	1.476814563
60993.499199274	-191.140801717	1.477416112
60993.540865941	-191.199199836	1.478018968
60993.582532607	-191.257549937	1.478623130
60993.624199274	-191.315851976	1.479228596
60993.665865941	-191.374105911	1.479835365
