mjd_utc	longitude_deg	radius_au
61009.624199270	68.199332752	0.976488094
61009.665865937	68.241542513	0.976480512
61009.707532603	68.283753093	0.976472936
61009.749199270	68.325964491	0.976465368
61009.790865937	68.368176708	0.976457806
61009.832532603	68.410389742	0.976450250
61009.874199270	68.452603594	0.976442702
61009.915865937	68.494818261	0.976435160
61009.957532603	68.537033745	0.976427625
61009.999199270	68.579250044	0.976420097
61010.040865937	68.621467512	0.976412597
61010.082532603	68.663685431	0.976405083
61010.124199270	68.705904163	0.976397576
61010.165865937	68.748123709	0.976390075
61010.207532603	68.790344066	0.976382582
61010.249199270	68.832565235	0.976375095
61010.290865937	68.874787216	0.976367615
61010.332532603	68.917010007	0.976360142
61010.374199270	68.959233608	0.976352675
61010.415865937	69.001458018	0.976345216
