name	radius_arcsec	radius_km	model_rate_ct_s	energy_flux_erg_cm2_s	luminosity_erg_s
120000_km	87.88857310189125	120000.0	0.06648654060114473	7.880844310477052e-13	7854716063841441.0
135000_km	98.8746431501766	135000.0	0.07650664944254018	9.068557147377346e-13	9038491143223348.0
370_arcsec	370.0	505185.63868738565	0.3164779578073145	3.751305889321949e-12	3.738868764361681e+16
