radius_arcmin	energy_flux_erg_cm2_s_arcmin2	count_rate_ct_s_arcmin2	tau
0.01	3.8257660692338806e-13	0.03227597717600425	36.04422704826181
0.03	3.82573447538707e-13	0.03227571063532714	11.704306904240484
0.049999999999999996	3.822597263010493e-13	0.03224924362369332	7.096159074464465
0.06999999999999999	3.7993781238958633e-13	0.03205335595295021	4.976606715858346
0.08999999999999998	3.7418367774097053e-13	0.0315679098613036	3.819539325382484
0.10999999999999997	3.6641862556974097e-13	0.030912813229377868	3.16451478369603
0.12999999999999998	3.5568519342230574e-13	0.030007289983205673	2.6551218778024417
0.15	3.433797923230528e-13	0.028969147980182994	2.2783334294524886
0.16999999999999998	3.313678077009932e-13	0.02795575998289296	2.0110175356599327
0.18999999999999997	3.1911292262706395e-13	0.026921879751371374	1.7964610712958993
0.20999999999999996	3.0602895559919214e-13	0.025818054233760077	1.6090154727097568
0.22999999999999998	2.919402364069116e-13	0.024629463057875035	1.4400733396791574
0.24999999999999997	2.832141426980282e-13	0.02389328840347439	1.3481544938940904
0.26999999999999996	2.706755584807941e-13	0.022835473966597714	1.2293139280174252
0.29	2.6162188421427874e-13	0.022071663062593474	1.151512629669027
0.30999999999999994	2.5057259585028387e-13	0.021139492687840784	1.0640966037094366
0.32999999999999996	2.426576998865208e-13	0.02047175452284623	1.0058658934148965
0.35	2.318585304817039e-13	0.019560685369840042	0.9315178644672649
0.36999999999999994	2.2568467765394778e-13	0.019039829861817383	0.8913716930262474
0.38999999999999996	2.1427822832668864e-13	0.01807752769413783	0.8211904456077768
0.4099999999999999	2.0967283792106326e-13	0.017688995115489287	0.7941937215589006
0.42999999999999994	2.0372679049263058e-13	0.017187358351467372	0.7603824734336854
0.44999999999999996	1.941403223419792e-13	0.016378598428279295	0.7081689758334604
0.4699999999999999	1.9017157118678675e-13	0.01604377575646893	0.6873262015953396
0.48999999999999994	1.8522368172979777e-13	0.015626348333325026	0.6619352883883064
0.5099999999999999	1.7617693599613717e-13	0.014863121953215444	0.6171144734901683
0.5299999999999999	1.7302900950484734e-13	0.014597547943341506	0.6019780038791152
0.5499999999999999	1.6931732303146663e-13	0.01428441246738359	0.5844201920780949
0.57	1.645293794225145e-13	0.013880478834626269	0.5622172335132747
0.59	1.576197495002937e-13	0.01329754968101784	0.5310202737187995
0.6099999999999999	1.5494984946425432e-13	0.013072304250257155	0.5192216538807576
0.6299999999999999	1.518535352280618e-13	0.012811084495027585	0.5057107452236657
0.6499999999999999	1.4799749609118702e-13	0.012485770743691836	0.4891360221326289
0.6699999999999999	1.4154730289619116e-13	0.011941601851566673	0.4620103931789767
0.69	1.394552901010933e-13	0.011765109729454227	0.45336834781067137
0.7099999999999999	1.371045272681801e-13	0.011566788226862986	0.4437457004766153
0.7299999999999999	1.3437071521542753e-13	0.011336150875228474	0.4326703025192235
0.7499999999999999	1.3088443581299774e-13	0.011042031808914181	0.41872211514495405
0.7699999999999999	1.2587783621263563e-13	0.010619651319604653	0.3990256137026649
0.7899999999999999	1.2418017498524174e-13	0.010476428566209998	0.39243394922738656
0.8099999999999998	1.2230205582714864e-13	0.0103179815258436	0.3851918731209544
0.8299999999999998	1.2017244434524625e-13	0.010138317400176339	0.3770429923237082
0.8499999999999999	1.1762474822526037e-13	0.009923381671404701	0.3673807685585901
0.8699999999999999	1.137579642305431e-13	0.009597161432896953	0.35289195125144107
0.8899999999999999	1.1118353295275583e-13	0.009379970199404486	0.3433606853130331
0.9099999999999999	1.0978797114451533e-13	0.009262233985910664	0.3382316453520692
0.9299999999999998	1.0825837874144686e-13	0.00913319031571074	0.3326400635637559
0.9499999999999998	1.0654636688989433e-13	0.008988756875594984	0.32641848769753856
0.9699999999999999	1.04547944871131e-13	0.008820160515288653	0.3192047034680873
0.9899999999999999	1.018896991872372e-13	0.00859589830095324	0.30968907195297335
1.0099999999999998	9.884683258600402e-14	0.00833918764171867	0.29890662636475884
1.0299999999999998	9.778100974265543e-14	0.008249269771302532	0.29515719267058194
1.0499999999999998	9.663399238806567e-14	0.008152501946800828	0.2911377705422307
1.0699999999999998	9.53851248697434e-14	0.008047141559396653	0.28677973460493433
1.0899999999999999	9.399922106307766e-14	0.007930220140724972	0.2819656275543568
1.1099999999999999	9.240407738344098e-14	0.007795646253914608	0.276453237223343
1.13	9.037697455506704e-14	0.007624630244472313	0.26949167158663506
1.15	8.750157955699279e-14	0.007382048284022166	0.2596992586925996
1.17	8.668117878205348e-14	0.0073128353833692514	0.25692280415308116
1.1899999999999997	8.580936865545322e-14	0.007239285345968261	0.25398079074532803
1.2099999999999997	8.487611650961571e-14	0.007160551768396069	0.25084099738901877
1.2299999999999998	8.386633047719742e-14	0.007075361429140676	0.24745478421710684
1.2499999999999998	8.275492922948767e-14	0.006981598348347694	0.24374102251267415
