mjd_utc	stereo_a	solar_orbiter	ace	wind	ace_scaled
61012.256944444	1.1029674e+08	1.4830922e+08	74952027	1.0624299e+08	1.2741845e+08
61012.263888889	1.0916183e+08	1.4700457e+08	75633391	1.1030554e+08	1.2857676e+08
61012.270833333	1.0838108e+08	1.5143491e+08	75758290	1.1000639e+08	1.2878909e+08
61012.277777778	1.0788547e+08	1.5950969e+08	74941069	1.0466654e+08	1.2739982e+08
61012.284722222	1.0763158e+08	1.6547167e+08	72034894	97311034	1.2245932e+08
61012.291666667	1.076194e+08	1.6322807e+08	68825573	92767651	1.1700347e+08
61012.298611111	1.0784893e+08	1.5555641e+08	65926374	92512819	1.1207484e+08
61012.305555556	1.0832018e+08	1.4908262e+08	61319704	95397006	1.042435e+08
61012.312500000	1.0903314e+08	1.4487939e+08	57295614	96638326	97402544
61012.319444444	1.0991204e+08	1.4199715e+08	55861856	96479266	94965155
61012.326388889	1.107551e+08	1.3983595e+08	55075239	97008877	93627906
61012.333333333	1.1143632e+08	1.3840045e+08	56110626	97446326	95388064
61012.340277778	1.1195569e+08	1.3810236e+08	56879228	92160008	96694687
61012.347222222	1.1231323e+08	1.3664318e+08	54939611	82667561	93397338
61012.354166667	1.1250891e+08	1.3131741e+08	53506726	74649206	90961433
61012.361111111	1.1254276e+08	1.2421559e+08	53514242	70396804	90974212
61012.368055556	1.1241476e+08	1.2044962e+08	56776167	69385768	96519484
61012.375000000	1.1212492e+08	1.2263882e+08	61924356	68510640	1.052714e+08
61012.381944444	1.1167323e+08	1.2827158e+08	66350463	68314735	1.1279579e+08
61012.388888889	1.110597e+08	1.3253288e+08	70288176	65928725	1.194899e+08
61012.395833333	1.1027937e+08	1.3323825e+08	73055746	63622355	1.2419477e+08
61012.402777778	1.0939889e+08	1.3246564e+08	73639905	64269746	1.2518784e+08
61012.409722222	1.0849682e+08	1.3163682e+08	72736171	66796842	1.2365149e+08
61012.416666667	1.0758015e+08	1.3084249e+08	70377781	71724530	1.1964223e+08
61012.423611111	1.0664888e+08	1.350466e+08	67221912	78608525	1.1427725e+08
61012.430555556	1.05703e+08	1.4040155e+08	64780830	86283805	1.1012741e+08
61012.437500000	1.0474252e+08	1.3945702e+08	63934651	94031753	1.0868891e+08
61012.444444444	1.0376743e+08	1.3547002e+08	65087498	1.0185237e+08	1.1064875e+08
61012.451388889	1.0277774e+08	1.3048544e+08	63269358	1.0974566e+08	1.0755791e+08
61012.458333333	1.0177345e+08	1.2442642e+08	59081491	1.1525375e+08	1.0043853e+08
61012.465277778	1.0075455e+08	1.1729296e+08	57643952	1.1477879e+08	97994719
61012.472222222	99721047	1.1158503e+08	57724645	1.1246775e+08	98131897
61012.479166667	98677895	1.0924547e+08	58971710	1.1608844e+08	1.0025191e+08
61012.486111111	97632395	1.1406354e+08	62310671	1.2321033e+08	1.0592814e+08
61012.493055556	96586894	1.2375959e+08	66631789	1.2836086e+08	1.1327404e+08
61012.500000000	95541394	1.3246217e+08	70780039	1.3093621e+08	1.2032607e+08
61012.506944444	94495893	1.3608403e+08	74472259	1.3103062e+08	1.2660284e+08
61012.513888889	93450393	1.3836897e+08	77220221	1.2928197e+08	1.3127438e+08
61012.520833333	92404893	1.4676731e+08	77919114	1.2619132e+08	1.3246249e+08
61012.527777778	91359392	1.5171379e+08	75908253	1.2175869e+08	1.2904403e+08
61012.534722222	90313892	1.5135953e+08	74790752	1.1598406e+08	1.2714428e+08
61012.541666667	89204050	1.5228564e+08	75081403	1.1019951e+08	1.2763838e+08
61012.548611111	87960819	1.5449214e+08	73930941	1.0672249e+08	1.256826e+08
61012.555555556	86579494	1.5797902e+08	72196903	1.0556763e+08	1.2273474e+08
61012.562500000	85060075	1.6274628e+08	70063193	1.014793e+08	1.1910743e+08
61012.569444444	83402563	1.6289055e+08	66959445	93908444	1.1383106e+08
61012.576388889	81606956	1.5926971e+08	62988927	86633873	1.0708118e+08
61012.583333333	79673256	1.5765984e+08	58598242	79984463	99617012
61012.590277778	77601462	1.5656167e+08	54744732	74060378	93066044
61012.597222222	75391574	1.549836e+08	51942719	69114790	88302622
61012.604166667	73100841	1.5244811e+08	50314747	65586668	85535070
61012.611111111	70828328	1.5526347e+08	49688324	63476014	84470150
61012.618055556	69211062	1.6323365e+08	48907326	62782826	83142455
61012.625000000	68225476	1.6985439e+08	47107081	62910560	80082038
61012.631944444	68194880	1.751257e+08	44287589	63119899	75288901
61012.638888889	69644901	1.7888806e+08	40823411	63268072	69399798
61012.645833333	71398680	1.8069465e+08	37815826	63355078	64286905
61012.652777778	72695820	1.8025818e+08	35991554	63380918	61185641
61012.659722222	73536323	1.7757863e+08	35326917	63345591	60055759
61012.666666667	73920188	1.7265601e+08	35345958	63005713	60088129
61012.673611111	73978761	1.6568752e+08	35368814	62613286	60126984
61012.680555556	74132994	1.5734789e+08	35369389	62442278	60127961
61012.687500000	74615244	1.4811463e+08	35430207	62271269	60231352
61012.694444444	75326447	1.3972452e+08	35432311	62100261	60234928
61012.701388889	75640452	1.3519009e+08	35375700	61929252	60138690
61012.708333333	75685639	1.3254993e+08	35260374	61758244	59942636
61012.715277778	75237341	1.2708654e+08	35086334	61588040	59646768
61012.722222222	73774633	1.1951967e+08	34853579	61428471	59251084
61012.729166667	72474378	1.125665e+08	34569356	61288563	58767905
61012.736111111	72096968	1.0674406e+08	34254460	61168316	58232582
61012.743055556	72642406	1.0205235e+08	33946113	61067730	57708392
61012.750000000	74110690	98491377	33673673	61030624	57245244
61012.756944444	76370474	96061138	33442821	61101286	56852796
61012.763888889	79000808	94761633	33253559	61280181	56531050
61012.770833333	81712084	94592861	33105886	61567311	56280006
61012.777777778	83520034	93818033	33009375	61890214	56115938
61012.784722222	85389272	89424627	32974893	62166948	56057318
61012.791666667	87058699	83374045	33003731	62388031	56106343
61012.798611111	87587210	82546996	33095890	62552661	56263012
61012.805555556	88243682	90088725	33234245	62651005	56498217
61012.812500000	89013770	1.0076427e+08	33375928	62659412	56739077
61012.819444444	89515839	1.0883535e+08	33481640	62557073	56918789
61012.826388889	89382595	1.1330034e+08	33537836	62337807	57014320
61012.833333333	88582008	1.1468685e+08	33544513	61957795	57025673
61012.840277778	87072259	1.1480361e+08	33501674	61372749	56952845
61012.847222222	84843561	1.1493181e+08	33409317	60667095	56795838
61012.854166667	81939389	1.1507143e+08	33267442	59937742	56554651
61012.861111111	80374687	1.1522247e+08	33107042	59269171	56281971
61012.868055556	79395132	1.1538495e+08	32958715	58743325	56029816
61012.875000000	78455323	1.1555885e+08	32822070	58366779	55797519
61012.881944444	78551894	1.1358098e+08	32697107	58120680	55585081
61012.888888889	78897997	1.0574584e+08	32600947	57989082	55421611
61012.895833333	79904879	95018045	32569217	57986612	55367668
61012.902777778	81954177	86906136	32620416	58134077	55454707
61012.909722222	85294114	82572069	32742686	58437658	55662567
61012.916666667	88653604	83012428	32888706	58897356	55910800
61012.923611111	90890414	87674445	33018584	59513108	56131592
61012.930555556	92014330	94122431	33122017	60199307	56307430
61012.937500000	93135587	1.0130972e+08	33193134	60858388	56428328
61012.944444444	94429047	1.0918944e+08	33205582	61478333	56449490
61012.951388889	95701407	1.1509301e+08	33152648	62059143	56359501
61012.958333333	96975176	1.2129925e+08	33053970	62603720	56191748
61012.965277778	97379177	1.2906938e+08	32909547	63130919	55946230
61012.972222222	96364897	1.344626e+08	32719380	63634394	55622947
61012.979166667	93535431	1.3717735e+08	32483470	64040406	55221898
61012.986111111	89422311	1.51315e+08	32201815	64297510	54743085
61012.993055556	83273631	1.7065462e+08	31886274	64405706	54206666
61013.000000000	76405949	1.7843052e+08	31579305	64364994	53684819
61013.006944444	71713280	1.8041708e+08	31314168	64175437	53234086
61013.013888889	69489645	1.7987874e+08	31099400	63837750	52868981
61013.020833333	68581334	1.7786216e+08	30940875	63352587	52599487
61013.027777778	67782813	1.7441421e+08	30824378	62719948	52401443
61013.034722222	67066212	1.7220346e+08	30715159	61939833	52215770
61013.041666667	64384190	1.6895112e+08	30592678	61012241	52007553
61013.048611111	59973709	1.6339593e+08	30456937	59952912	51776794
61013.055555556	56143031	1.5947872e+08	30307936	58823297	51523491
61013.062500000	54413390	1.5750104e+08	30145674	57720552	51247645
61013.069444444	53578880	1.5226752e+08	29969490	56696124	50948134
61013.076388889	53033523	1.4570517e+08	29778641	55750012	50623689
61013.083333333	54007123	1.4046542e+08	29577904	54882217	50282437
61013.090277778	55043170	1.3781511e+08	29373911	54092738	49935649
61013.097222222	56157622	1.4263749e+08	29168426	53381576	49586325
61013.104166667	58989450	1.5066888e+08	28961450	52748730	49234465
61013.111111111	64596510	1.5746259e+08	28752981	52201592	48880069
61013.118055556	72978803	1.6198102e+08	28543021	51757694	48523136
61013.125000000	86214408	1.6422416e+08	28331570	51427175	48163668
61013.131944444	1.0399765e+08	1.6416929e+08	28118626	51194298	47801664
61013.138888889	1.1953335e+08	1.6839067e+08	27904190	51019904	47437124
61013.145833333	1.3196926e+08	1.8465031e+08	27688263	50880573	47070047
61013.152777778	1.4500094e+08	2.0345492e+08	27471504	50776306	46701557
61013.159722222	1.5642861e+08	2.2116707e+08	27254660	50707103	46332922
61013.166666667	1.6441813e+08	2.443581e+08	27037815	50672963	45964286
61013.173611111	1.7308819e+08	2.6473078e+08	26820971	50673887	45595650
61013.180555556	1.8254987e+08	2.7551412e+08	26604126	50709875	45227015
61013.187500000	1.8821728e+08	2.8156829e+08	26387282	50780926	44858379
61013.194444444	1.8901017e+08	2.877144e+08	26170437	50879650	44489743
61013.201388889	1.8492853e+08	2.9499004e+08	25953593	50988514	44121107
61013.208333333	1.7668516e+08	3.0339522e+08	25746051	51097379	43768287
61013.215277778	1.6545188e+08	3.1295266e+08	25573722	51206243	43475327
61013.222222222	1.5676079e+08	3.1708809e+08	25453210	51315107	43270457
61013.229166667	1.4760884e+08	3.0803952e+08	25384516	51423972	43153677
61013.236111111	1.3451985e+08	2.8639421e+08	25367640	51532836	43124987
61013.243055556	1.36004e+08	2.5992323e+08	25402581	51641701	43184388
61013.250000000	1.5309983e+08	2.3464529e+08	25489340	51750565	43331878
61013.256944444	1.6723272e+08	2.1066895e+08	25627917	51857402	43567459
61013.263888889	1.7562431e+08	1.8868661e+08	25813448	51959331	43882862
61013.270833333	1.8122149e+08	1.6890768e+08	26035762	52055496	44260795
61013.277777778	1.8404666e+08	1.5095776e+08	26289550	52145896	44692235
61013.284722222	1.8409984e+08	1.3555911e+08	26549624	52001695	45134361
61013.291666667	1.8138102e+08	1.2273784e+08	26772266	51691224	45512853
61013.298611111	1.75996e+08	1.1179786e+08	26922341	51528479	45767979
61013.305555556	1.689953e+08	1.0201736e+08	26983242	51530282	45871512
61013.312500000	1.6431932e+08	93393755	26954971	51696634	45823450
61013.319444444	1.6242305e+08	86710789	26837526	52008244	45623794
61013.326388889	1.4847303e+08	82032950	26630908	52379140	45272544
61013.333333333	1.2202164e+08	79360239	26379407	52742643	44844992
61013.340277778	97271325	78901363	26139592	53100777	44437306
61013.347222222	77647202	80051906	25928604	53456427	44078627
61013.354166667	70520397	81023307	25756616	53810446	43786247
61013.361111111	66148984	81350462	25628935	54162834	43569189
61013.368055556	57675935	81850233	25570750	54742431	43470275
61013.375000000	54289501	82735307	25616476	55480903	43548009
61013.381944444	55566802	83033796	25775340	56064254	43818077
61013.388888889	59478634	83190354	26051086	56475663	44286847
61013.395833333	64418667	83808442	26463855	56715129	44988553
61013.402777778	70848156	84494668	26974492	56801943	45856637
61013.409722222	79905038	85565013	27527453	56822076	46796670
61013.416666667	93251948	86235519	28078446	56831169	47733359
61013.423611111	1.1187484e+08	85957966	28570904	56772266	48570538
61013.430555556	1.3470595e+08	85316254	28992548	56599448	49287332
61013.437500000	1.5437413e+08	85396216	29343378	56355315	49883743
61013.444444444	1.8062132e+08	86183657	29623393	56106197	50359769
61013.451388889	2.1526361e+08	85907820	29832595	55875823	50715411
61013.458333333	2.3944942e+08	84329887	29970982	55664193	50950669
61013.465277778	2.4855634e+08	83117849	30038554	55471307	51065542
61013.472222222	2.4722115e+08	82548863	30031567	55297164	51053664
61013.479166667	2.4239325e+08	82022040	29929881	55141766	50880798
61013.486111111	2.3602907e+08	81147038	29772649	54997284	50613503
61013.493055556	2.2715889e+08	79543385	29615417	54853697	50346209
61013.500000000	2.141833e+08	78064019	29458185	54719847	50078914
61013.506944444	1.9611634e+08	77034623	29300953	54652692	49811620
61013.513888889	1.7295802e+08	75586953	29143721	54698151	49544325
61013.520833333	1.448211e+08	73617789	28983510	54806231	49271967
61013.527777778	1.1208045e+08	71606431	28816558	54899029	48988148
61013.534722222	80618826	69784539	28642079	54948637	48691534
61013.541666667	60679339	68152113	28460074	54955054	48382126
61013.548611111	56884386	66710049	28277603	54918281	48071925
61013.555555556	64597200	65459833	28105746	54838318	47779769
61013.562500000	76868365	64402053	27948526	54715164	47512494
61013.569444444	91308626	63536710	27805942	54556646	47270101
61013.576388889	1.0812881e+08	62863804	27677994	54372788	47052590
61013.583333333	1.2761635e+08	62314353	27564682	54165785	46859959
61013.590277778	1.4967739e+08	61793625	27466006	53935636	46692211
61013.597222222	1.7207404e+08	61275867	27381967	53678927	46549343
61013.604166667	1.9254949e+08	60761080	27315542	53398745	46436421
61013.611111111	2.1072889e+08	60249263	27270495	53105773	46359842
61013.618055556	2.257704e+08	59740417	27247611	52804194	46320938
61013.625000000	2.3709425e+08	59234542	27249788	52494006	46324639
61013.631944444	2.4470044e+08	58730740	27279873	52175210	46375784
61013.638888889	2.4963342e+08	58227528	27333793	51847806	46467448
61013.645833333	2.520031e+08	57724315	27407526	51511794	46592795
61013.652777778	2.4757518e+08	57221103	27501074	51167173	46751825
61013.659722222	2.3471909e+08	56717890	27614434	50813945	46944539
61013.666666667	2.1707811e+08	56214678	27747258	50452108	47170339
61013.673611111	1.9776147e+08	55716538	27896799	50081662	47424558
61013.680555556	1.8724097e+08	55236069	28060660	49706025	47703121
61013.687500000	1.8303323e+08	54780799	28238840	49329499	48006028
61013.694444444	1.7331823e+08	54350727	28431341	48958724	48333280
61013.701388889	1.593682e+08	53945853	28638162	48599877	48684875
61013.708333333	1.446492e+08	53566178	28856404	48253383	49055887
61013.715277778	1.3135508e+08	53211702	29076161	47919243	49429473
61013.722222222	1.1844138e+08	52882424	29290424	47597457	49793720
61013.729166667	1.0579819e+08	52578344	29499193	47288024	50148628
61013.736111111	97631408	52299463	29614420	46990945	50344513
61013.743055556	95192535	52045780	29462936	46706220	50086991
61013.750000000	94487651	51817295	29116407	46445122	49497892
61013.756944444	92501366	51608937	28769637	46225783	48908383
61013.763888889	80999769	51408105	28460645	46055065	48383097
61013.770833333	64627941	51207274	28189432	45932967	47922035
61013.777777778	55356268	51006442	27955997	45751139	47525196
61013.784722222	52028583	50805611	27760341	45467056	47192580
61013.791666667	51105009	50604779	27602463	45160995	46924188
61013.798611111	50334570	50403948	27482364	44847409	46720019
61013.805555556	49717264	50202552	27339430	44526297	46477030
61013.812500000	49253093	49999922	27029328	44197661	45949858
61013.819444444	48942057	49795951	26658605	43861500	45319628
61013.826388889	48292225	49590640	26502637	43518555	45054483
61013.833333333	47824899	49383988	26504752	43179383	45058078
61013.840277778	48099847	49175996	26493521	42846938	45038985
61013.847222222	48211719	48966663	26439308	42517193	44946824
61013.854166667	48196172	48755990	26323234	42193295	44749498
61013.861111111	48334063	48543976	26106564	41978157	44381159
61013.868055556	48415768	48330622	25769444	41908128	43808054
61013.875000000	48478003	48115927	25311873	41902504	43030185
61013.881944444	48560422	47907662	24746134	41946831	42068428
61013.888888889	48663023	47717427	24179032	42022518	41104354
61013.895833333	48785807	47549156	23788809	42090116	40440975
61013.902777778	48928774	47402955	23556971	42128771	40046850
61013.909722222	49583852	47278826	23381306	42150998	39748220
61013.916666667	50229742	47176767	23247173	42192522	39520194
61013.923611111	50306675	47096778	23133944	42250272	39327705
61013.930555556	50669506	47038861	23035631	42292886	39160572
61013.937500000	51207342	47004118	22971113	42314966	39050892
61013.944444444	51481850	46994089	22979125	42316196	39064513
61013.951388889	51586596	47009203	22960469	42296578	39032798
61013.958333333	51558679	47047445	22881964	42256110	38899338
61013.965277778	51415585	47091452	22869213	42194794	38877663
61013.972222222	51157315	47122612	22928044	42141881	38977675
61013.979166667	50783869	47137663	23024544	42170524	39141725
61013.986111111	50295245	47136603	23158715	42324630	39369815
61013.993055556	49691446	47119432	23325697	42590941	39653684
61014.000000000	48972470	47086151	23510578	42911903	39967983
61014.006944444	48138317	47036759	23703307	43292959	40295622
61014.013888889	47239482	46974900	23903882	43800033	40636599
61014.020833333	46333553	46915337	24124560	44441458	41011752
61014.027777778	45427624	46868761	24382952	45160796	41451018
61014.034722222	44521694	46834739	24803463	45909463	42165887
61014.041666667	43615765	46815289	25419276	46687459	43212768
61014.048611111	42709836	46820002	26092503	47494785	44357254
61014.055555556	41803907	46856454	26759729	48320782	45491539
61014.062500000	40897977	46924644	27407287	49122980	46592387
61014.069444444	39992048	47024573	28032907	49869534	47655941
61014.076388889	39086119	47156240	28641447	50560412	48690460
61014.083333333	38180190	47348731	29247820	51195613	49721293
61014.090277778	37274260	47947247	29862078	51751678	50765532
61014.097222222	36368331	48978779	30459239	52191210	51780707
61014.104166667	35462402	50120167	30983346	52508129	52671688
61014.111111111	34624896	51337372	31398068	52758875	53376715
61014.118055556	33943522	52630394	31698051	53021264	53886687
61014.125000000	33437564	53999233	31883296	53333357	54201603
61014.131944444	33107021	55415522	31953803	53703983	54321465
61014.138888889	32951893	56828318	31986722	54133142	54377428
61014.145833333	32972181	58215046	32094113	54569019	54559992
61014.152777778	33167884	59575705	32310883	54957070	54928502
61014.159722222	33539003	60910295	32637034	55294567	55482957
61014.166666667	34085537	62189730	33072564	55582851	56223359
61014.173611111	34807486	63068811	33536479	55832426	57012014
61014.180555556	35704851	63516903	33958859	56052459	57730061
61014.187500000	36092566	63841296	34369502	56242947	58428154
61014.194444444	35859612	64058812	34787127	56403893	59138116
61014.201388889	35560753	64160297	35211734	56506062	59859948
61014.208333333	35176706	64141586	35643323	56511392	60593650
61014.215277778	34707471	64031046	36081895	56411056	61339221
61014.222222222	34153048	63879620	36461695	56205054	61984882
61014.229166667	33513436	63709884	36684334	55953961	62363367
61014.236111111	32788636	63521837	36717171	55721118	62419190
61014.243055556	31978647	63315481	36560207	55509285	62152351
61014.250000000	31083470	63090815	36213441	55317123	61562850
61014.256944444	30103104	62847838	35757870	55134126	60788379
61014.263888889	29037550	62586551	35288394	54951129	59990270
61014.270833333	28571874	62306955	34818918	54768132	59192160
61014.277777778	28748669	62014039	34349441	54592007	58394050
61014.284722222	28925464	61716958	33879965	54435688	57595941
61014.291666667	29102260	61419878	33410489	54305235	56797831
61014.298611111	29564061	61122797	32936409	54195321	55991895
61014.305555556	30288702	60825717	32468290	54089806	55196093
61014.312500000	30948043	60525731	32024690	53977877	54441973
61014.319444444	31521122	60216295	31608999	53859534	53735299
61014.326388889	32007938	59893771	31221219	53734777	53076072
61014.333333333	32408491	59558160	30861348	53603606	52464291
61014.340277778	32722781	59209461	30529386	53466021	51899957
61014.347222222	32950808	58847675	30225334	53322022	51383069
61014.354166667	33092573	58472802	29949192	53171610	50913627
61014.361111111	33148074	58095513	29700960	53007911	50491632
61014.368055556	33117313	57745984	29480637	52817993	50117083
61014.375000000	33000289	57443719	29288224	52595794	49789981
61014.381944444	32511996	57188718	29128324	52346643	49518151
61014.388888889	31674601	56980981	28990373	52086679	49283634
61014.395833333	30814284	56823414	28855812	51826715	49054881
61014.402777778	29981348	56722561	28721252	51566751	48826128
61014.409722222	29211110	56682059	28587954	51306788	48599522
61014.416666667	28507582	56701909	28457227	51046824	48377287
61014.423611111	27870766	56782110	28329117	50786860	48159500
61014.430555556	27300662	56922662	28203624	50526896	47946160
61014.437500000	26797269	57132548	28080747	50275495	47737269
61014.444444444	26360587	57416938	27960486	50060806	47532826
61014.451388889	25990617	57749608	27842842	49902412	47332832
61014.458333333	25687358	58083415	27727815	49800315	47137285
61014.465277778	25450811	58393632	27615404	49754514	46946186
61014.472222222	25280975	58680260	27505609	49814045	46759536
61014.479166667	25179809	58943297	27398431	50048660	46577333
61014.486111111	25117972	59182744	27293870	50479077	46399579
61014.493055556	25060150	59398601	27190662	51099054	46224126
61014.500000000	25002328	59590868	27093380	51841430	46058746
61014.506944444	24944507	59759546	27009541	52645291	45916220
61014.513888889	24892057	59904633	26940828	53510635	45799408
61014.520833333	24855705	60017148	26892496	54428901	45717243
61014.527777778	24840806	60081249	27294169	55371940	46400088
61014.534722222	24847360	60194149	28347196	56320166	48190234
61014.541666667	24875368	60583513	29610818	57273581	50338390
61014.548611111	24924829	61351201	30867294	58232183	52474400
61014.555555556	24995742	62208654	32116627	59146938	54598266
61014.562500000	25088109	62889032	33358815	59928335	56709986
61014.569444444	25201929	63392335	34593859	60512864	58809561
61014.576388889	25337203	63718564	35821759	60883735	60896991
61014.583333333	25493929	63918792	37036635	61108106	62962279
61014.590277778	25672109	64353216	38230923	61246895	64992569
61014.597222222	25866370	65330960	39402940	61300099	66984999
61014.604166667	26065986	66852025	40547433	61267720	68930637
61014.611111111	26265602	68916410	41234776	61149758	70099120
61014.618055556	26465218	71206310	41263621	60946212	70148156
61014.625000000	26664834	73234269	41074728	60657083	69827037
61014.631944444	26864450	74852362	40885835	60282370	69505919
61014.638888889	27064066	76349152	40696941	59822073	69184800
61014.645833333	27263682	77991476	40508048	59295951	68863681
61014.652777778	27463298	79779335	40319155	58746794	68542563
61014.659722222	27662914	81712728	40130261	58197637	68221444
61014.666666667	27862530	83740583	39928894	57648481	67879119
61014.673611111	28062146	85502702	39696658	57099324	67484318
61014.680555556	28261762	86689960	39427632	56550167	67026975
61014.687500000	28496601	87305063	39121818	56001011	66507091
61014.694444444	28846075	87363366	38779216	55451854	65924666
61014.701388889	29354370	87094161	38399824	54902697	65279700
61014.708333333	30021487	86784876	37983643	54353541	64572193
61014.715277778	30847426	86506302	37530674	53804384	63802145
61014.722222222	31832187	86258231	37040915	53255227	62969556
61014.729166667	32975770	86036639	36514368	52706071	62074425
61014.736111111	34278175	85841914	35951032	52156040	61116754
61014.743055556	35739402	85681353	35350907	51602824	60096541
61014.750000000	37359450	85558055	34726467	51044983	59034994
61014.756944444	39138321	85472020	34096107	50482517	57963382
61014.763888889	41034034	85423249	33476671	49915426	56910340
61014.770833333	42837276	85409035	32913070	49343711	55952219
61014.777777778	44336528	85414023	32439292	48767370	55146797
61014.784722222	45590293	85425563	32055338	48186405	54494074
61014.791666667	46722147	85443657	31761206	47600815	53994051
61014.798611111	47752973	85468302	31556898	47010600	53646727
61014.805555556	48682772	85499708	31442413	46415761	53452102
61014.812500000	49511542	85541898	31414300	45816296	53404309
61014.819444444	50239284	85594484	31466226	45213080	53492585
61014.826388889	50865999	85650170	31595311	44631873	53712028
61014.833333333	51391686	85705855	31801553	44107088	54062640
61014.840277778	51816345	85761540	32084953	43648254	54544419
61014.847222222	52181955	85817225	32434586	43255371	55138797
61014.854166667	52662608	85872910	32805542	42928439	55769422
61014.861111111	53390411	85929848	33163833	42667457	56378517
61014.868055556	54199015	85994502	33498542	42472427	56947522
61014.875000000	54779224	86072085	33742334	42346508	57361967
61014.881944444	55139402	86162595	33838788	42301755	57525940
61014.888888889	55430763	86266033	33787905	42347060	57439438
61014.895833333	55653304	86382400	33593135	42482424	57108330
61014.902777778	55807027	86511694	33260812		56543380
61014.909722222	55891931	86653916	32856158		55855469
61014.916666667	55908017	86809067	32480564		55216959
61014.923611111	55864539	86954155	32157402		54667584
61014.930555556	55775665	87035654	31814578		54084783
61014.937500000	55646309	87023027	31395674		53372645
61014.944444444	55476471	86927965	30911339		52549276
61014.951388889	55329808	86783522	30412440		51701148
61014.958333333	55391940	86611060	29995614		50992544
61014.965277778	55633620	86410581	29717280		50519377
61014.972222222	55903636	86182084	29577439		50281646
61014.979166667	56201988	85925569	29576089		50279352
61014.986111111	56528677	85641037	29713232		50512494
61014.993055556	56883701	85329389	29926525		50875093
61015.000000000	57267067	84991878	30124635		51211880
61015.006944444	57669683	84651839	30294878		51501292
61015.013888889	58077543	84234551	30509981		51866967
61015.020833333	58485733	83764502	30826363		52404817
61015.027777778	58894255	83350954	31233374		53096736
61015.034722222	59303106	82954387	31691063		53874807
61015.041666667	59712289	82548228	32134026		54627845
61015.048611111	60121801	82132475	32489108		55231484
61015.055555556	60531645	81707129	32760365	55953740	55692620
61015.062500000	60941819	81272190	33000476	56113857	56100809
61015.069444444	61352324	80827657	33221014	56244021	56475723
61015.076388889	61763159	80372629	33433149	56344234	56836353
61015.083333333	62181888	79905853	33645252	56414494	57196928
61015.090277778	62760636	79426984	33853891	56454801	57551614
61015.097222222	63273683	79064271	34058432	56465157	57899335
61015.104166667	63638814	78823760	34195461	56445560	58132284
61015.111111111	64144088	78583250	34171649	56395238	58091804
61015.118055556	64803339	78342739	33957084	56309006	57727043
61015.125000000	65633085	78102228	33712492	56182446	57311236
61015.131944444	66636013	77778335	33705851	56015558	57299948
61015.138888889	67812124	77272330	33959367	55818744	57730925
61015.145833333	69161416	76669251	34290113	55606979	58293193
61015.152777778	70546588	76069481	34600215	55384838	58820366
61015.159722222	71781111	75473020	34878502	55153514	59293453
61015.166666667	72808186	74879868	35106546	54954621	59681127
61015.173611111	73475523	74290024	35277091	54832898	59971054
61015.180555556	74008680	73703489	35390137	54792656	60163233
61015.187500000	74489874	73120264	35509100	54833896	60365470
61015.194444444	74631045	72540347	35728524	54957388	60738492
61015.201388889	74418360	71963739	36090010	55168321	61353016
61015.208333333	73835299	71390439	36479404	55425262	62014986
61015.215277778	72879176	70903832	36701883	55665296	62393201
61015.222222222	71549992	70602644	36731188	55871356	62443019
61015.229166667	69885896	70401839	36696133	56043442	62383426
61015.236111111	68076151	70201035	36666517	56181555	62333078
61015.243055556	66315742	70000230	36627261	56284503	62266344
61015.250000000	64646452	69799426	36578367	56310670	62183223
61015.256944444	63066183	69598621	36519833	56215319	62083717
61015.263888889	61574937	69397816	36451661	55994137	61967824
61015.270833333	60172713	69197012	36373850	55647126	61835546
61015.277777778	58859511	68996207	36285184	55174285	61684812
61015.284722222	57635331	68803590	36173974	54582049	61495756
61015.291666667	56500174	68631374	36029752	53928066	61250578
61015.298611111	55454039	68483589	35852517	53280615	60949278
61015.305555556	54496926	68360233	35642269	52656764	60591857
61015.312500000	53590686	68261307	35400437	52056512	60180744
61015.319444444	52683357	68186811	35143530	51479859	59744000
61015.326388889	51766483	68136744	34886622	50926806	59307257
61015.333333333	50847514	68111107	34629714	50397352	58870514
61015.340277778	49928545	68103766	34372806	49891497	58433770
61015.347222222	49009575	68085166	34115898	49409241	57997027
61015.354166667	48090606	68031884	33858990	48950585	57560284
61015.361111111	47165303	67943920	33602082	48515528	57123540
61015.368055556	46220248	67813086	33345175	48097634	56686797
61015.375000000	45248355	67627169	33088267	47685105	56250053
61015.381944444	44249626	67382140	32831359	47272577	55813310
61015.388888889	43224061	67099955	32661192	46861889	55524026
61015.395833333	42224781	66832760	32709450	46534335	55606065
61015.402777778	41345337	66610745	33021079	46369366	56135834
61015.409722222	40626158	66433909	33225614	46366983	56483544
61015.416666667	40067244	66301231	33155561	46527184	56364453
61015.423611111	39668595	66181549	33060762	46818866	56203296
61015.430555556	39430211	66068150	32988094	47088814	56079759
61015.437500000	39352091	65984456	32937555	47214913	55993844
61015.444444444	39440571	65930468	32909147	47197166	55945549
61015.451388889	39690785	65906186	32902868	47035571	55934876
61015.458333333	40066358	65911609	32922603	47020277	55968425
61015.465277778	40542111	65946737	32975632	47541535	56058575
61015.472222222	41118044	65989616	32978612	48392627	56063640
61015.479166667	41741035	65988098	32799855	49181718	55759754
61015.486111111	42317533	65911994	32394420	49823784	55070513
