mjd_utc	stereo_a	solar_orbiter	ace	wind	ace_scaled
61015.493055556	42807110	65761304	32132768	50318825	54625705
61015.500000000	43209765	65537052	32181424	50666842	54708421
61015.506944444	43520335	65276530	32273038	50898939	54864164
61015.513888889	43727243	65016009	32344199	51168331	54985138
61015.520833333	43824073	64755487	32394908	51597131	55071343
61015.527777778	43810827	64494966	32425164	52185340	55122779
61015.534722222	43705787	64234444	32434968	52932956	55139446
61015.541666667	43552413	63973922	32420436	53549831	55114741
61015.548611111	43375884	63713401	32374287	53654736	55036288
61015.555555556	43176200	63452879	32293125	53473607	54898312
61015.562500000	42953361	63192358	32194805	53329031	54731168
61015.569444444	42707366	62931836	32162124	53226578	54675610
61015.576388889	42438216	62671314	32260026	53166248	54842044
61015.583333333	42152806	62410793	32357939	53148041	55008497
61015.590277778	41864412	62150271	32333626	53170557	54967164
61015.597222222	41585835	61889750	32195419	53231998	54732213
61015.604166667	41323486	61629228	31943318	53333487	54303641
61015.611111111	41077367	61368706	31638204	53477179	53784946
61015.618055556	40847476	61111316	31391742	53663705	53365961
61015.625000000	40633815	60868107	31254719	53893066	53133022
61015.631944444	40436383	60646998	31227135	54156241	53086130
61015.638888889	40255181	60447988	31308991	54432169	53225284
61015.645833333	40110111	60271078	31482431	54708808	53520133
61015.652777778	40030944	60122298	31664658	54986159	53829918
61015.659722222	40027547	60061062	31790728	55264221	54044237
61015.666666667	40093025	60139609	31992183	55537054	54386712
61015.673611111	40219264	60303628	32363948	55793604	55018712
61015.680555556	40405043	60499955	32860952	56029155	55863618
61015.687500000	40650362	60728588	33474741	56242585	56907060
61015.694444444	40955221	60989529	34144437	56431737	58045542
61015.701388889	41319621	61279645	34753365	56595982	59080720
61015.708333333	41743562	61587888	35242076	56735317	59911529
61015.715277778	42227042	61906338	35606913	56849746	60531752
61015.722222222	42770063	62234995	35847876	56939266	60941389
61015.729166667	43352721	62573859	35964964	57003879	61140440
61015.736111111	43840475	62916901	35958179	57043585	61128904
61015.743055556	44021815	63204706	35827520	57056253	60906783
61015.750000000	43799868	63378232	35572986	57035544	60474076
61015.756944444	43174634	63458372	35239400	56983760	59906979
61015.763888889	42696183	63471674	34880034	56907415	59296058
61015.770833333	42969054	63422773	34503341	56806510	58655679
61015.777777778	43791699	63416731	34146296	56681044	58048703
61015.784722222	43971569	63473849	33888651	56531017	57610707
61015.791666667	43349652	63513996	33776842	56356429	57420631
61015.798611111	42703468	63537172	33814525	56157280	57484692
61015.805555556	42033020	63543378	34001699	55933569	57802889
61015.812500000	41338305	63532613	34338366	55685296	58375223
61015.819444444	40724096	63504878	34824525	55412462	59201693
61015.826388889	40392034	63460171	35442209	55117196	60251755
61015.833333333	40438994	63405298	36108981	54811778	61385268
61015.840277778	40864976	63373675	36760377	54506361	62492640
61015.847222222	41119908	63391919	37396394	54200943	63573870
61015.854166667	40599253	63455395	38017034	53901907	64628957
61015.861111111	39504559	63459042	38585320	53620557	65595044
61015.868055556	39028375	63382558	39026508	53361820	66345064
61015.875000000	39329712	63306075	39302826	53125694	66814804
61015.881944444	39631049	63229592	39414274	52912180	67004266
61015.888888889	39932386	63153108	39360853	52721277	66913449
61015.895833333	40233724	63076625	39142561	52552987	66542354
61015.902777778	40535061	63000141	38759400	52403202	65890980
61015.909722222	40836398	62923658	38229336	52265240	64989872
61015.916666667	41137735	62847174	37634805	52136526	63979169
61015.923611111	41439073	62770691	37040275	52017060	62968467
61015.930555556	41740410	62694207	36445744	51906842	61957764
61015.937500000	42041747	62617724	35851213	51799489	60947062
61015.944444444	42343084	62541241	35256682	51683698	59936360
61015.951388889	42644421	62464757	34662089	51554542	58925551
61015.958333333	42945759	62388274	34078446	51412022	57933359
61015.965277778	43247096	62311790	33545927	51256138	57028077
61015.972222222	43548433	62223074	33093631	51086889	56259173
61015.979166667	43849770	62092821	32721557	50904277	55626647
61015.986111111	44151108	61903958	32429706	50712406	55130500
61015.993055556	44452445	61656486	32218077	50517960	54770731
61016.000000000	44753782	61351006	32086670	50317559	54547340
61016.006944444	45055119	61083080	32035486	50094611	54460327
61016.013888889	45371136	60947664	32064525	49838481	54509692
61016.020833333	45774182	60944757	32173786	49549167	54695436
61016.027777778	46321928	61074360	32363269	49226671	55017557
61016.034722222	47014375	61289108	32633037	48870991	55476163
61016.041666667	47851522	61486259	32972077	48482129	56052532
61016.048611111	48833369	61610435	33340216	48060084	56678367
61016.055555556	49959916	61673867	33708355	47604855	57304203
61016.062500000	51231164	61705860	34076494	47112413	57930039
61016.069444444	52647111	61723488	34444632	46584662	58555875
61016.076388889	54207760	61726748	34786492	46038693	59137037
61016.083333333	55913108	61715040	35036618	45491619	59562250
61016.090277778	57236377	61606477	35155831	44960032	59764913
61016.097222222	58071547	61373368	35181118	44454569	59807900
61016.104166667	59498442	61069303	35160686	43975229	59773166
61016.111111111	61506392	60694283	35105763	43541431	59679796
61016.118055556	63425661	60295672	35009892	43181826	59516816
61016.125000000	65256249	59976213	34857570	42905645	59257869
61016.131944444	66998157	59791284	34639747	42712889	58887570
61016.138888889	68651385	59740885	34356424	42603557	58405921
61016.145833333	70215932	59825016	34007600	42581681	57812921
61016.152777778	71691798	60043678	33593276	42645355	57108569
61016.159722222	73078983	60396870	33139730	42744464	56337541
61016.166666667	74540965	60884593	32462209	42816807	55185755
61016.173611111	76005129	61493172	31596536	42844363	53714110
61016.180555556	76508034	62155341	30775150	42827133	52317754
61016.187500000	75492349	62817511	29972411	42765116	50953098
61016.194444444	73797832	63472924	29177093	42638895	49601059
61016.201388889	72094217	64095497	28395652	42279236	48272609
61016.208333333	70381506	64665904	27643441	41759633	46993850
61016.215277778	68659697	65184145	26891163	41304669	45714976
61016.222222222	66928791	65650220	26100623	40915625	44371060
61016.229166667	65188789	66064128	25285641	40592501	42985590
61016.236111111	63439688	66425871	24477423	40335298	41611619
61016.243055556	61681491	66735447	23712238	40177039	40310804
61016.250000000	59750720	66992857	23325241	40168768	39652910
61016.256944444	58246769	67198101	23385856	40251850	39755954
61016.263888889	58224419	67351179	23624657	40317499	40161918
61016.270833333	59089129	67426588	24019077	40333587	40832431
61016.277777778	60107687	67397397	24569115	40300116	41767495
61016.284722222	61433332	67281505	25270524	40395683	42959890
61016.291666667	63066064	67098239	26009819	40596598	44216692
61016.298611111	65005885	66847597	26715955	40699286	45417124
61016.305555556	67252792	66529582	27427128	40702466	46626117
61016.312500000	69806788	66144191	28129518	40606138	47820181
61016.319444444	72667870	65691426	28791919	40410302	48946262
61016.326388889	75777085	65171286	29378062	40114959	49942705
61016.333333333	78830622	64583772	29803000	39720107	50665100
61016.340277778	81583630	63928883	30053408	39302402	51090794
61016.347222222	83847363	63175112	30207370	38970630	51352530
61016.354166667	85214401	62304901	30290227	38777905	51493386
61016.361111111	85312828	61361643	30267791	38758020	51455245
61016.368055556	84357580	60430743	30087891	38885760	51149415
61016.375000000	82922347	59568163	29841933	39063019	50731286
61016.381944444	81212640	58839027	29639307	39218115	50386822
61016.388888889	79228460	58433838	29480013	39351983	50116023
61016.395833333					
61016.402777778					
61016.409722222					
61016.416666667					
61016.423611111					
61016.430555556					
